__table__,month,sku_id,sku_name,keyword,total_views,impression_pct,attributed_views
fk_keywords,2026-04,dj5b,DJ-5 Bahubali,jhumka for women,481339,13.529,64608
fk_keywords,2026-04,dj5b,DJ-5 Bahubali,earrings jhumka heavy,481339,6.6653,32980
fk_keywords,2026-04,dj5b,DJ-5 Bahubali,earrings with chain,481339,6.491,31329
fk_keywords,2026-04,dj5b,DJ-5 Bahubali,jhumka gold,481339,4.502,21984
fk_keywords,2026-04,dj7b,Bahubali DJ7,jhumka for women,155857,13.529,20877
fk_keywords,2026-04,dj3b,Bahubali DJ3,jhumka for women,122455,13.529,16559
fk_keywords,2026-04,dj6b,DJ-6 Bahubali,jhumka for women,115507,13.529,15622
fk_keywords,2026-04,ogdj6,OG DJ-6,jhumka for women,96679,13.529,13477
fk_keywords,2026-04,dj5b,DJ-5 Bahubali,chain earrings,423803,2.9623,12642
fk_keywords,2026-04,dj5b,DJ-5 Bahubali,kan kempu jhumka earrings,423803,2.8653,12299
fk_keywords,2026-04,dj7b,Bahubali DJ7,earrings jhumka heavy,155857,6.6653,10732
fk_keywords,2026-04,dj7b,Bahubali DJ7,earrings with chain,155857,6.491,10176
fk_keywords,2026-04,ogdj5,OG DJ-5,jhumka for women,62173,13.529,8458
fk_keywords,2026-04,dj3b,Bahubali DJ3,earrings jhumka heavy,122455,6.6653,8365
fk_keywords,2026-04,dj6b,DJ-6 Bahubali,earrings jhumka heavy,115507,6.6653,7894
fk_keywords,2026-04,dj3b,Bahubali DJ3,earrings with chain,122455,6.491,7871
fk_keywords,2026-04,dj6b,DJ-6 Bahubali,earrings with chain,115507,6.491,7452
fk_keywords,2026-04,dj7b,Bahubali DJ7,jhumka gold,155857,4.502,7168
fk_keywords,2026-04,ogdj6,OG DJ-6,earrings jhumka heavy,96679,6.6653,6570
fk_keywords,2026-04,nj2-1,NJ2-1,jhumka for women,44362,13.529,6151
fk_keywords,2026-04,ogdj6,OG DJ-6,earrings with chain,96679,6.491,6086
fk_keywords,2026-04,coin-fk,Coin Pearl Choker,jhumka for women,43543,13.529,5927
fk_keywords,2026-04,dj5b,DJ-5 Bahubali,jhumka with side chain,366267,1.5996,5835
fk_keywords,2026-04,dj3b,Bahubali DJ3,jhumka gold,122455,4.502,5508
fk_keywords,2026-04,dj5b,DJ-5 Bahubali,earrings chain,347764,1.5883,5508
fk_keywords,2026-04,dj6b,DJ-6 Bahubali,jhumka gold,115507,4.502,5233
fk_keywords,2026-04,dj11b,DJ-11 Bahubali,jhumka for women,42123,13.693,4995
fk_keywords,2026-04,ogdj6,OG DJ-6,jhumka gold,96679,4.502,4296
fk_keywords,2026-04,ogdj5,OG DJ-5,earrings jhumka heavy,62173,6.6653,4271
fk_keywords,2026-04,dj7b,Bahubali DJ7,chain earrings,133925,2.9623,4005
fk_keywords,2026-04,ogdj5,OG DJ-5,earrings with chain,62173,6.491,3970
fk_keywords,2026-04,dj5b,DJ-5 Bahubali,earrings for women,135436,2.95,3958
fk_keywords,2026-04,dj7b,Bahubali DJ7,kan kempu jhumka earrings,133925,2.8653,3896
fk_keywords,2026-04,dj5b,DJ-5 Bahubali,heavy jhumka for women,230831,1.3967,3229
fk_keywords,2026-04,dj3b,Bahubali DJ3,chain earrings,107226,2.9623,3162
fk_keywords,2026-04,dj3b,Bahubali DJ3,kan kempu jhumka earrings,107226,2.8653,3103
fk_keywords,2026-04,nj2-1,NJ2-1,earrings jhumka heavy,44362,6.6653,3015
fk_keywords,2026-04,dj11b,DJ-11 Bahubali,earrings with chain,41823,6.4886,2973
fk_keywords,2026-04,coin-fk,Coin Pearl Choker,earrings jhumka heavy,43543,6.6653,2967
fk_keywords,2026-04,dj11b,DJ-11 Bahubali,earrings jhumka heavy,41823,6.6362,2946
fk_keywords,2026-04,dj6b,DJ-6 Bahubali,chain earrings,99153,2.9623,2930
fk_keywords,2026-04,dj6b,DJ-6 Bahubali,kan kempu jhumka earrings,99153,2.8653,2864
fk_keywords,2026-04,nj2-1,NJ2-1,earrings with chain,44362,6.491,2826
fk_keywords,2026-04,coin-fk,Coin Pearl Choker,earrings with chain,43543,6.491,2805
fk_keywords,2026-04,ogdj5,OG DJ-5,jhumka gold,62173,4.502,2801
fk_keywords,2026-04,ogdj6,OG DJ-6,kan kempu jhumka earrings,82725,2.8653,2397
fk_keywords,2026-04,ogdj6,OG DJ-6,chain earrings,82725,2.9623,2392
fk_keywords,2026-04,dj11b,DJ-11 Bahubali,jhumka gold,41973,4.4827,2058
fk_keywords,2026-04,dj5b,DJ-5 Bahubali,jhumka chain,151515,1.3522,2048
fk_keywords,2026-04,nj2-1,NJ2-1,jhumka gold,44362,4.502,1988
fk_keywords,2026-04,coin-fk,Coin Pearl Choker,jhumka gold,43543,4.502,1971
fk_keywords,2026-04,dj7b,Bahubali DJ7,jhumka with side chain,111993,1.5996,1777
fk_keywords,2026-04,njo2,NJO-2 Silver Bahubali,jhumka for women,12960,13.529,1750
fk_keywords,2026-04,dj7b,Bahubali DJ7,earrings chain,105506,1.5883,1663
fk_keywords,2026-04,ogdj5,OG DJ-5,chain earrings,53198,2.9623,1558
fk_keywords,2026-04,ogdj5,OG DJ-5,kan kempu jhumka earrings,53198,2.8653,1546
fk_keywords,2026-04,dj3b,Bahubali DJ3,jhumka with side chain,91997,1.5996,1470
fk_keywords,2026-04,dj3b,Bahubali DJ3,earrings chain,88014,1.5883,1409
fk_keywords,2026-04,fk-og-nj-3-three,OG NJ-3 THREE,jhumka for women,10447,13.529,1390
fk_keywords,2026-04,dj5b2,DJ-5 Bahu (2),jhumka for women,10202,13.426,1366
fk_keywords,2026-04,dj6b,DJ-6 Bahubali,jhumka with side chain,82799,1.5996,1315
fk_keywords,2026-04,dj5b,DJ-5 Bahubali,jhumkas earrings,79316,1.63,1292
fk_keywords,2026-04,dj11b,DJ-11 Bahubali,chain earrings,39902,2.9576,1280
fk_keywords,2026-04,ogdj14,OG DJ-14,jhumka for women,10444,11.4084,1259
fk_keywords,2026-04,dj6b,DJ-6 Bahubali,earrings chain,77764,1.5883,1242
fk_keywords,2026-04,dj11b,DJ-11 Bahubali,kan kempu jhumka earrings,39902,2.8566,1166
fk_keywords,2026-04,dj7b,Bahubali DJ7,earrings for women,39357,2.95,1164
fk_keywords,2026-04,dj3b,Bahubali DJ3,earrings for women,40087,2.95,1155
fk_keywords,2026-04,coin-fk,Coin Pearl Choker,chain earrings,38840,2.9623,1149
fk_keywords,2026-04,coin-fk,Coin Pearl Choker,kan kempu jhumka earrings,38840,2.8653,1126
fk_keywords,2026-04,nj2-1,NJ2-1,chain earrings,37921,2.9623,1106
fk_keywords,2026-04,nj2-1,NJ2-1,kan kempu jhumka earrings,37921,2.8653,1102
fk_keywords,2026-04,ogdj6,OG DJ-6,earrings chain,66132,1.5883,1076
fk_keywords,2026-04,ogdj6,OG DJ-6,jhumka with side chain,68771,1.5996,1071
fk_keywords,2026-04,dj6b,DJ-6 Bahubali,earrings for women,35226,2.95,1027
fk_keywords,2026-04,dj7b,Bahubali DJ7,heavy jhumka for women,72636,1.3967,1016
fk_keywords,2026-04,bangle4,BANGLE-4,jhumka for women,7504,16.84,963
fk_keywords,2026-04,ogdj6,OG DJ-6,earrings for women,33228,2.95,957
fk_keywords,2026-04,nj-sm,NJ Small,jhumka for women,7003,13.5761,954
fk_keywords,2026-04,fk-kamarband--1,KAMARBAND-(1),jhumka for women,7106,15.854,924
fk_keywords,2026-04,fk-lakshmi-ji-jhumka,Lakshmi ji Jhumka,jhumka for women,6416,13.5756,895
fk_keywords,2026-04,dj5b,DJ-5 Bahubali,heavy earrings for women,62501,1.422,889
fk_keywords,2026-04,njo2,NJO-2 Silver Bahubali,earrings jhumka heavy,12960,6.6653,883
fk_keywords,2026-04,njo2,NJO-2 Silver Bahubali,earrings with chain,12960,6.491,836
fk_keywords,2026-04,dj5b,DJ-5 Bahubali,jhumka for women gold,54432,1.495,815
fk_keywords,2026-04,ogdj14,OG DJ-14,earrings jhumka heavy,10740,7.319,799
fk_keywords,2026-04,fk-og-nj-3-three,OG NJ-3 THREE,earrings jhumka heavy,10447,6.6653,725
fk_keywords,2026-04,dj3b,Bahubali DJ3,heavy jhumka for women,51910,1.3967,723
fk_keywords,2026-04,ogdj14,OG DJ-14,earrings with chain,10444,7.0468,720
fk_keywords,2026-04,ogdj5,OG DJ-5,jhumka with side chain,44223,1.5996,695
fk_keywords,2026-04,fk-dj-2-bahubali,DJ-2 Bahubali,jhumka for women,4960,13.6071,683
fk_keywords,2026-04,fk-og-nj-3-three,OG NJ-3 THREE,earrings with chain,10447,6.491,680
fk_keywords,2026-04,ogdj5,OG DJ-5,earrings chain,42215,1.5883,680
fk_keywords,2026-04,dj5b2,DJ-5 Bahu (2),earrings jhumka heavy,10202,6.6033,679
fk_keywords,2026-04,dj6b,DJ-6 Bahubali,heavy jhumka for women,47573,1.3967,665
fk_keywords,2026-04,dj7b,Bahubali DJ7,jhumka chain,49166,1.3522,664
fk_keywords,2026-04,dj5b2,DJ-5 Bahu (2),earrings with chain,10202,6.3973,658
fk_keywords,2026-04,dj14b,DJ-14 Bahubali,jhumka for women,5267,10.8388,655
fk_keywords,2026-04,dj11b,DJ-11 Bahubali,jhumka with side chain,37981,1.5996,636
fk_keywords,2026-04,njo2,NJO-2 Silver Bahubali,jhumka gold,12960,4.502,585
fk_keywords,2026-04,bangle4,BANGLE-4,earrings jhumka heavy,7870,4.9138,583
fk_keywords,2026-04,ogdj5,OG DJ-5,earrings for women,19596,2.95,561
fk_keywords,2026-04,coin-fk,Coin Pearl Choker,jhumka with side chain,34137,1.5996,540
fk_keywords,2026-04,fk-kamarband--1,KAMARBAND-(1),earrings jhumka heavy,7146,6.0033,533
fk_keywords,2026-04,coin-fk,Coin Pearl Choker,earrings chain,32874,1.5883,524
fk_keywords,2026-04,dj11b,DJ-11 Bahubali,earrings chain,34864,1.5883,521
fk_keywords,2026-04,ogdj14,OG DJ-14,jhumka gold,10444,4.8795,511
fk_keywords,2026-04,ogdj6,OG DJ-6,heavy jhumka for women,35543,1.3967,496
fk_keywords,2026-04,bangle4,BANGLE-4,earrings with chain,7489,5.8875,492
fk_keywords,2026-04,nj2-1,NJ2-1,jhumka with side chain,31480,1.5996,492
fk_keywords,2026-04,nj2-1,NJ2-1,earrings chain,30244,1.5883,489
fk_keywords,2026-04,fk-og-nj-3-three,OG NJ-3 THREE,jhumka gold,10447,4.502,483
fk_keywords,2026-04,nj-sm,NJ Small,earrings jhumka heavy,7003,6.6057,471
fk_keywords,2026-04,fk-kamarband--1,KAMARBAND-(1),earrings with chain,7072,6.56,464
fk_keywords,2026-04,dj11b,DJ-11 Bahubali,heavy jhumka for women,33088,1.3967,463
fk_keywords,2026-04,dj5b2,DJ-5 Bahu (2),jhumka gold,10202,4.447,460
fk_keywords,2026-04,fk-lakshmi-ji-jhumka,Lakshmi ji Jhumka,earrings jhumka heavy,6787,6.357,452
fk_keywords,2026-04,nj-sm,NJ Small,earrings with chain,7003,6.4846,447
fk_keywords,2026-04,dj3b,Bahubali DJ3,jhumka chain,31914,1.3522,433
fk_keywords,2026-04,dj14b,DJ-14 Bahubali,earrings jhumka heavy,5709,6.3015,421
fk_keywords,2026-04,dj6b,DJ-6 Bahubali,jhumka chain,30206,1.3522,408
fk_keywords,2026-04,nj2-1,NJ2-1,earrings for women,13889,2.95,405
fk_keywords,2026-04,fk-lakshmi-ji-jhumka,Lakshmi ji Jhumka,earrings with chain,6416,6.467,402
fk_keywords,2026-04,coin-fk,Coin Pearl Choker,earrings for women,13315,2.95,387
fk_keywords,2026-04,dj7b,Bahubali DJ7,jhumkas earrings,23470,1.63,382
fk_keywords,2026-04,bangle4,BANGLE-4,jhumka gold,7489,4.48,369
fk_keywords,2026-04,fk-dj-3,DJ-3,jhumka for women,2612,13.74,359
fk_keywords,2026-04,dj14b,DJ-14 Bahubali,earrings with chain,5267,6.9563,352
fk_keywords,2026-04,ogdj5,OG DJ-5,heavy jhumka for women,24627,1.3967,345
fk_keywords,2026-04,fk-kamarband--1,KAMARBAND-(1),jhumka gold,7072,4.78,338
fk_keywords,2026-04,njo2,NJO-2 Silver Bahubali,chain earrings,11431,2.9623,338
fk_keywords,2026-04,ogdj6,OG DJ-6,jhumka chain,24523,1.3522,332
fk_keywords,2026-04,fk-dj-1-small,DJ-1-SMALL,jhumka for women,1803,17.4967,331
fk_keywords,2026-04,fk-dj-2-bahubali,DJ-2 Bahubali,earrings jhumka heavy,5080,6.3188,330
fk_keywords,2026-04,njo2,NJO-2 Silver Bahubali,kan kempu jhumka earrings,11431,2.8653,330
fk_keywords,2026-04,dj3b,Bahubali DJ3,jhumkas earrings,19996,1.63,325
fk_keywords,2026-04,ogdj14,OG DJ-14,chain earrings,10199,3.1905,322
fk_keywords,2026-04,dj3b,Bahubali DJ3,heavy earrings for women,22551,1.422,320
fk_keywords,2026-04,fk-dj-2-bahubali,DJ-2 Bahubali,earrings with chain,4960,6.5287,319
fk_keywords,2026-04,nj-sm,NJ Small,jhumka gold,7003,4.4768,316
fk_keywords,2026-04,ogdj14,OG DJ-14,kan kempu jhumka earrings,10037,2.8978,304
fk_keywords,2026-04,coin-fk,Coin Pearl Choker,heavy jhumka for women,20822,1.3967,292
fk_keywords,2026-04,fk-lakshmi-ji-jhumka,Lakshmi ji Jhumka,jhumka gold,6416,4.47,286
fk_keywords,2026-04,dj6b,DJ-6 Bahubali,jhumkas earrings,17367,1.63,282
fk_keywords,2026-04,dj11b,DJ-11 Bahubali,jhumka chain,20369,1.3522,276
fk_keywords,2026-04,dj5b2,DJ-5 Bahu (2),chain earrings,9237,2.941,272
fk_keywords,2026-04,fk-og-nj-3-three,OG NJ-3 THREE,chain earrings,9006,2.9623,270
fk_keywords,2026-04,fk-og-nj-3-three,OG NJ-3 THREE,kan kempu jhumka earrings,9006,2.8653,261
fk_keywords,2026-04,dj14b,DJ-14 Bahubali,jhumka gold,5267,4.8175,258
fk_keywords,2026-04,dj7b,Bahubali DJ7,jhumka for women gold,17065,1.495,255
fk_keywords,2026-04,dj5b2,DJ-5 Bahu (2),kan kempu jhumka earrings,9035,2.8562,254
fk_keywords,2026-04,bangle4,BANGLE-4,kan kempu jhumka earrings,7522,9.9517,251
fk_keywords,2026-04,dj5b,DJ-5 Bahubali,gold jhumki,18503,1.36,251
fk_keywords,2026-04,ogdj6,OG DJ-6,heavy earrings for women,17517,1.422,249
fk_keywords,2026-04,nj2-1,NJ2-1,heavy jhumka for women,17591,1.3967,246
fk_keywords,2026-04,dj6b,DJ-6 Bahubali,heavy earrings for women,17259,1.422,245
fk_keywords,2026-04,dj5b,DJ-5 Bahubali,bahubali jhumka for women,18503,1.29,239
fk_keywords,2026-04,ogdj11,OG DJ-11,jhumka for women,1684,15.3157,236
fk_keywords,2026-04,bangle4,BANGLE-4,chain earrings,7455,2.94,231
fk_keywords,2026-04,dj7b,Bahubali DJ7,heavy earrings for women,15805,1.422,225
fk_keywords,2026-04,ogdj5,OG DJ-5,jhumka chain,16507,1.3522,223
fk_keywords,2026-04,fk-dj-2-bahubali,DJ-2 Bahubali,jhumka gold,4960,4.4558,221
fk_keywords,2026-04,fk-dj-1-small,DJ-1-SMALL,bahubali jhumki,1245,14.1814,220
fk_keywords,2026-04,dj11b,DJ-11 Bahubali,jhumkas earrings,13019,1.7157,215
fk_keywords,2026-04,fk-e-26,E-26,jhumka for women,1360,16.4717,211
fk_keywords,2026-04,dj3b,Bahubali DJ3,jhumka for women gold,13553,1.495,202
fk_keywords,2026-04,dj1b,Bahubali DJ1 Small,jhumka for women,1300,14.6233,197
fk_keywords,2026-04,nj-sm,NJ Small,bahubali jhumki,695,28.245,196
fk_keywords,2026-04,ogdj6,OG DJ-6,jhumka for women gold,13072,1.495,195
fk_keywords,2026-04,dj6b,DJ-6 Bahubali,jhumka for women gold,12932,1.495,193
fk_keywords,2026-04,fk-dj-3,DJ-3,earrings jhumka heavy,2838,6.3753,193
fk_keywords,2026-04,coin-fk,Coin Pearl Choker,jhumka chain,13983,1.3522,190
fk_keywords,2026-04,fk-p-bangle-8--2-8,P BANGLE 8 (2.8),rajasthani ghungroo bangle set,653,27.4367,190
fk_keywords,2026-04,nj-sm,NJ Small,chain earrings,6370,2.9525,186
fk_keywords,2026-04,fk-p-bangle-8--2-4,P BANGLE 8 (2.4),jhumka for women,1400,14.1,182
fk_keywords,2026-04,nj-sm,NJ Small,kan kempu jhumka earrings,6370,2.8468,182
fk_keywords,2026-04,fk-p-bangle-8--2-8,P BANGLE 8 (2.8),ghungroo bangles golden chuda,653,27.8733,180
fk_keywords,2026-04,ogdj6,OG DJ-6,jhumkas earrings,11020,1.63,180
fk_keywords,2026-04,nj-mini,NJ Mini,jhumka for women,1044,16.4843,178
fk_keywords,2026-04,dj14b,DJ-14 Bahubali,chain earrings,5267,3.2412,166
fk_keywords,2026-04,fk-nj-3,NJ-3,bahubali jhumki,905,16.2217,165
fk_keywords,2026-04,fk-dj-3,DJ-3,earrings with chain,2346,6.8933,164
fk_keywords,2026-04,fk-dj-3,DJ-3,bahubali jhumki,787,20.1575,163
fk_keywords,2026-04,dj14b,DJ-14 Bahubali,kan kempu jhumka earrings,5191,2.9914,162
fk_keywords,2026-04,fk-lakshmi-ji-jhumka,Lakshmi ji Jhumka,kan kempu jhumka earrings,5479,2.9196,161
fk_keywords,2026-04,nj2-1,NJ2-1,jhumka chain,11864,1.3522,161
fk_keywords,2026-04,fk-lakshmi-ji-jhumka,Lakshmi ji Jhumka,chain earrings,5479,2.9863,160
fk_keywords,2026-04,ogdj5,OG DJ-5,heavy earrings for women,11112,1.422,158
fk_keywords,2026-04,njo2,NJO-2 Silver Bahubali,jhumka with side chain,9902,1.5996,157
fk_keywords,2026-04,ogdj14,OG DJ-14,jhumka with side chain,9792,1.7,157
fk_keywords,2026-04,dj11b,DJ-11 Bahubali,earrings for women,4893,2.95,156
fk_keywords,2026-04,fk-dj-2-bahubali,DJ-2 Bahubali,bahubali jhumki,553,28.245,156
fk_keywords,2026-04,fk-nj-3,NJ-3,jhumka for women,1072,14.68,153
fk_keywords,2026-04,dj1b,Bahubali DJ1 Small,rajasthani ghungroo bangle set,489,32.418,152
fk_keywords,2026-04,njo2,NJO-2 Silver Bahubali,earrings chain,9354,1.5883,149
fk_keywords,2026-04,dj1b,Bahubali DJ1 Small,bahubali jhumki,876,14.1814,146
fk_keywords,2026-04,fk-nj-3,NJ-3,rajasthani ghungroo bangle set,478,32.418,144
fk_keywords,2026-04,fk-nj2,NJ2,rajasthani ghungroo bangle set,452,32.418,141
fk_keywords,2026-04,dj1b,Bahubali DJ1 Small,ghungroo bangles golden chuda,489,29.796,140
fk_keywords,2026-04,fk-dj-1-small,DJ-1-SMALL,rajasthani ghungroo bangle set,450,32.418,140
fk_keywords,2026-04,fk-nj2,NJ2,bahubali jhumki,919,14.1814,140
fk_keywords,2026-04,ogdj14,OG DJ-14,earrings chain,9293,1.4614,139
fk_keywords,2026-04,fk-e-26,E-26,bahubali jhumki,803,16.2217,136
fk_keywords,2026-04,ogdj11,OG DJ-11,earrings jhumka heavy,2013,5.697,136
fk_keywords,2026-04,dj14b,DJ-14 Bahubali,bahubali jhumki,782,14.9733,135
fk_keywords,2026-04,fk-nj-3,NJ-3,ghungroo bangles golden chuda,478,29.796,135
fk_keywords,2026-04,ogdj5,OG DJ-5,jhumkas earrings,8120,1.63,133
fk_keywords,2026-04,fk-nj2,NJ2,ghungroo bangles golden chuda,452,29.796,131
fk_keywords,2026-04,fk-dj-2-bahubali,DJ-2 Bahubali,chain earrings,4392,2.9529,130
fk_keywords,2026-04,fk-e-26,E-26,rajasthani ghungroo bangle set,447,32.418,130
fk_keywords,2026-04,ogdj14,OG DJ-14,heavy jhumka for women,9293,1.3957,130
fk_keywords,2026-04,dj5b2,DJ-5 Bahu (2),jhumka with side chain,8070,1.6048,129
fk_keywords,2026-04,fk-dj-1-small,DJ-1-SMALL,ghungroo bangles golden chuda,450,29.796,129
fk_keywords,2026-04,fk-dj-3,DJ-3,kan kempu jhumka earrings,2744,5.0456,128
fk_keywords,2026-04,fk-dj-2-bahubali,DJ-2 Bahubali,kan kempu jhumka earrings,4392,2.8129,126
fk_keywords,2026-04,fk-e-26,E-26,ghungroo bangles golden chuda,447,29.796,123
fk_keywords,2026-04,nj-mini,NJ Mini,bahubali jhumki,798,14.1814,122
fk_keywords,2026-04,fk-dj-1-small,DJ-1-SMALL,earrings jhumka heavy,2076,5.3185,121
fk_keywords,2026-04,njo2,NJO-2 Silver Bahubali,earrings for women,4182,2.95,121
fk_keywords,2026-04,dj5b2,DJ-5 Bahu (2),earrings chain,7387,1.5909,120
fk_keywords,2026-04,fk-p-bangle-8--2-6,P BANGLE 8 (2.6),bahubali jhumki,481,18.1625,119
fk_keywords,2026-04,fk-og-nj-3-three,OG NJ-3 THREE,jhumka with side chain,7565,1.5996,118
fk_keywords,2026-04,nj-mini,NJ Mini,rajasthani ghungroo bangle set,394,32.418,116
fk_keywords,2026-04,fk-p-bangle-8--2-8,P BANGLE 8 (2.8),jhumka for women,852,14.53,115
fk_keywords,2026-04,fk-e-17,E-17,earrings jhumka heavy,1717,4.7008,114
fk_keywords,2026-04,fk-e-17,E-17,rajasthani ghungroo bangle set,448,32.418,114
fk_keywords,2026-04,bangle4,BANGLE-4,earrings chain,7371,1.53,113
fk_keywords,2026-04,fk-dj-3,DJ-3,jhumka gold,2479,4.5325,113
fk_keywords,2026-04,fk-og-nj-3-three,OG NJ-3 THREE,earrings chain,7153,1.5883,113
fk_keywords,2026-04,bangle4,BANGLE-4,jhumka chain,7522,6.7533,112
fk_keywords,2026-04,fk-e-17,E-17,ghungroo bangles golden chuda,448,29.796,112
fk_keywords,2026-04,coin-fk,Coin Pearl Choker,jhumkas earrings,6839,1.63,111
fk_keywords,2026-04,fk-kamarband--1,KAMARBAND-(1),chain earrings,3536,3.1,110
fk_keywords,2026-04,fk-kamarband--1,KAMARBAND-(1),kan kempu jhumka earrings,3536,3.12,110
fk_keywords,2026-04,nj-mini,NJ Mini,ghungroo bangles golden chuda,394,29.796,110
fk_keywords,2026-04,bangle4,BANGLE-4,jhumka with side chain,7371,1.47,109
fk_keywords,2026-04,fk-dn-5-purple,DN-5-PURPLE,rajasthani ghungroo bangle set,360,32.418,109
fk_keywords,2026-04,bangle4,BANGLE-4,heavy jhumka for women,7386,1.5033,104
fk_keywords,2026-04,dj1b,Bahubali DJ1 Small,earrings jhumka heavy,1755,4.8536,104
fk_keywords,2026-04,dj5b2,DJ-5 Bahu (2),earrings for women,3449,2.95,101
fk_keywords,2026-04,fk-dn-5-purple,DN-5-PURPLE,ghungroo bangles golden chuda,360,29.796,101
fk_keywords,2026-04,fk-p-bangle-8--2-4,P BANGLE 8 (2.4),earrings jhumka heavy,1344,7.4967,101
fk_keywords,2026-04,ogdj14,OG DJ-14,jhumka chain,7420,1.3538,101
fk_keywords,2026-04,bangle,BANGLE-5 FIVE,jhumka for women,755,13.26,100
fk_keywords,2026-04,nj-sm,NJ Small,bahubali earrings,695,14.03,98
fk_keywords,2026-04,dj1b,Bahubali DJ1 Small,kan kempu jhumka earrings,1419,8.8186,97
fk_keywords,2026-04,nj2-1,NJ2-1,jhumka for women gold,6541,1.495,97
fk_keywords,2026-04,ogdj11,OG DJ-11,earrings with chain,1630,6.2,97
fk_keywords,2026-04,ogdj5,OG DJ-5,jhumka for women gold,6476,1.495,97
fk_keywords,2026-04,fk-e-17,E-17,jhumka for women,788,11.86,96
fk_keywords,2026-04,nj2-1,NJ2-1,jhumkas earrings,5727,1.63,93
fk_keywords,2026-04,coin-fk,Coin Pearl Choker,heavy earrings for women,6418,1.422,91
fk_keywords,2026-04,nj-mini,NJ Mini,earrings jhumka heavy,1523,5.0154,90
fk_keywords,2026-04,fk-p-bangle-8--2-4,P BANGLE 8 (2.4),earrings with chain,1344,6.5867,89
fk_keywords,2026-04,dj7b,Bahubali DJ7,gold jhumki,6487,1.36,88
fk_keywords,2026-04,nj-sm,NJ Small,jhumka with side chain,5737,1.6048,88
fk_keywords,2026-04,fk-dj-1-small,DJ-1-SMALL,bahubali earrings,733,10.285,87
fk_keywords,2026-04,fk-kamarband--1,KAMARBAND-(1),rumee earrings,1542,4.904,86
fk_keywords,2026-04,nj-sm,NJ Small,earrings chain,5419,1.5909,86
fk_keywords,2026-04,nj2-1,NJ2-1,heavy earrings for women,6112,1.422,86
fk_keywords,2026-04,fk-kamarband--1,KAMARBAND-(1),laxmi jhumka,1465,6.2033,85
fk_keywords,2026-04,fk-kamarband--1,KAMARBAND-(1),laxmi jhumki earring,1465,6.2033,85
fk_keywords,2026-04,fk-nj-3,NJ-3,earrings jhumka heavy,1677,3.8964,85
fk_keywords,2026-04,fk-p-bangle-8--2-6,P BANGLE 8 (2.6),jhumka for women,623,14.49,85
fk_keywords,2026-04,coin-fk,Coin Pearl Choker,jhumka for women gold,5634,1.495,84
fk_keywords,2026-04,dj7b,Bahubali DJ7,bahubali jhumka for women,6487,1.29,84
fk_keywords,2026-04,fk-dj-1-small,DJ-1-SMALL,kan kempu jhumka earrings,1647,6.4967,83
fk_keywords,2026-04,fk-dn-8-purple,DN-8-PURPLE,rajasthani ghungroo bangle set,295,27.4367,83
fk_keywords,2026-04,fk-e-26,E-26,earrings jhumka heavy,1443,4.541,83
fk_keywords,2026-04,fk-dn-8-purple,DN-8-PURPLE,ghungroo bangles golden chuda,295,27.8733,81
fk_keywords,2026-04,njo2,NJO-2 Silver Bahubali,heavy jhumka for women,5720,1.3967,80
fk_keywords,2026-04,dj14b,DJ-14 Bahubali,earrings chain,5191,1.4657,78
fk_keywords,2026-04,dj14b,DJ-14 Bahubali,jhumka with side chain,5191,1.7514,78
fk_keywords,2026-04,fk-dj-2-bahubali,DJ-2 Bahubali,bahubali earrings,553,14.03,78
fk_keywords,2026-04,fk-og-nj-3-three,OG NJ-3 THREE,earrings for women,2579,2.95,77
fk_keywords,2026-04,fk-nj-3,NJ-3,jhumka chain set,442,16.7575,76
fk_keywords,2026-04,fk-dj-1-small,DJ-1-SMALL,earrings with chain,1527,4.8175,75
fk_keywords,2026-04,fk-e-17,E-17,bahubali jhumki,521,15.026,75
fk_keywords,2026-04,dj14b,DJ-14 Bahubali,heavy jhumka for women,5191,1.3943,74
fk_keywords,2026-04,fk-oc1,OC1,rajasthani ghungroo bangle set,228,32.418,74
fk_keywords,2026-04,fk-lakshmi-ji-jhumka,Lakshmi ji Jhumka,earrings chain,4542,1.5909,73
fk_keywords,2026-04,fk-dj-3,DJ-3,chain earrings,2346,3.0187,72
fk_keywords,2026-04,fk-e-26,E-26,kan kempu jhumka earrings,1173,8.1025,72
fk_keywords,2026-04,nj-sm,NJ Small,earrings for women,2493,2.95,72
fk_keywords,2026-04,ogdj11,OG DJ-11,jhumka gold,1630,4.5275,71
fk_keywords,2026-04,fk-lakshmi-ji-jhumka,Lakshmi ji Jhumka,jhumka with side chain,4542,1.6243,70
fk_keywords,2026-04,dj6b,DJ-6 Bahubali,gold jhumki,5035,1.36,69
fk_keywords,2026-04,fk-oc1,OC1,ghungroo bangles golden chuda,228,29.796,68
fk_keywords,2026-04,fk-og-nj-3-three,OG NJ-3 THREE,heavy jhumka for women,4986,1.3967,68
fk_keywords,2026-04,dj14b,DJ-14 Bahubali,jhumka chain,4832,2.138,67
fk_keywords,2026-04,fk-nj3,NJ3,rajasthani ghungroo bangle set,218,32.418,67
fk_keywords,2026-04,fk-p-bangle-8--2-4,P BANGLE 8 (2.4),ghungroo bangles golden chuda,277,23.54,67
fk_keywords,2026-04,fk-p-bangle-8--2-4,P BANGLE 8 (2.4),jhumka gold,1372,4.71,67
