__table__,month,sku_id,sku_name,keyword,total_views,impression_pct,attributed_views
fk_keywords,2026-04,fk-e-17,E-17,black earrings for women jhumka,46,1.87,1
fk_keywords,2026-04,fk-e-17,E-17,black jimikki,46,2.76,1
fk_keywords,2026-04,fk-e-17,E-17,earring with hair chain,62,1.03,1
fk_keywords,2026-04,fk-e-17,E-17,earring with hair chain silver,62,0.94,1
fk_keywords,2026-04,fk-e-17,E-17,glass alloy beads gold plated bangle set,255,0.64,1
fk_keywords,2026-04,fk-e-17,E-17,gold stone jhumka,48,2.37,1
fk_keywords,2026-04,fk-e-17,E-17,jhumka black,46,1.98,1
fk_keywords,2026-04,fk-e-17,E-17,jhumka black color,46,2.43,1
fk_keywords,2026-04,fk-e-17,E-17,jhumka with chain,66,2.09,1
fk_keywords,2026-04,fk-e-17,E-17,pearl jhumka for women traditional,48,1.98,1
fk_keywords,2026-04,fk-e-17,E-17,sara,48,1.58,1
fk_keywords,2026-04,fk-e-26,E-26,earring with hair chain silver,84,0.94,1
fk_keywords,2026-04,fk-e-26,E-26,jhumka with chain,61,2.09,1
fk_keywords,2026-04,fk-gb2,GB2,alloy bangles set,17,3.79,1
fk_keywords,2026-04,fk-gb2,GB2,antique earrings,26,2.67,1
fk_keywords,2026-04,fk-gb2,GB2,bahubali earrings,14,6.61,1
fk_keywords,2026-04,fk-gb2,GB2,bahubali kaner,14,8.26,1
fk_keywords,2026-04,fk-gb2,GB2,bahubali long chain earrings,22,2.86,1
fk_keywords,2026-04,fk-gb2,GB2,bangles for wedding,17,3.51,1
fk_keywords,2026-04,fk-gb2,GB2,bangles set,17,4.63,1
fk_keywords,2026-04,fk-gb2,GB2,bridal jewellery set for wedding pink color,21,3.57,1
fk_keywords,2026-04,fk-gb2,GB2,buttalu earrings gold,17,4.85,1
fk_keywords,2026-04,fk-gb2,GB2,buttalu for women,34,3.56,1
fk_keywords,2026-04,fk-gb2,GB2,earring with hair chain,30,3.82,1
fk_keywords,2026-04,fk-gb2,GB2,earrings for women traditional,21,7.12,1
fk_keywords,2026-04,fk-gb2,GB2,earrings jhumka heavy,76,2.5675,1
fk_keywords,2026-04,fk-gb2,GB2,earrings ring jhumka,16,5.32,1
fk_keywords,2026-04,fk-gb2,GB2,gajri color necklace set for women,21,7.14,1
fk_keywords,2026-04,fk-gb2,GB2,gold bangle set color,17,4.92,1
fk_keywords,2026-04,fk-gb2,GB2,golden green jewellery set bridal,32,4.3,1
fk_keywords,2026-04,fk-gb2,GB2,golden green necklace jewellery,32,2.15,1
fk_keywords,2026-04,fk-gb2,GB2,green earring and neck set color,32,2.15,1
fk_keywords,2026-04,fk-gb2,GB2,green neck set set,32,3.23,1
fk_keywords,2026-04,fk-gb2,GB2,green pearl necklace set alloy,32,3.23,1
fk_keywords,2026-04,fk-gb2,GB2,heavy earrings for women,21,2.71,1
fk_keywords,2026-04,fk-gb2,GB2,hip chain,10,5.08,1
fk_keywords,2026-04,fk-gb2,GB2,hoop jhumka earrings,16,5.32,1
fk_keywords,2026-04,fk-gb2,GB2,jewellery for women lotus pearl set gold plated,21,7.14,1
fk_keywords,2026-04,fk-gb2,GB2,jhumka bahubali,12,4.67,1
fk_keywords,2026-04,fk-gb2,GB2,jhumka gold,26,4.2,1
fk_keywords,2026-04,fk-gb2,GB2,jhumka long,22,5.71,1
fk_keywords,2026-04,fk-gb2,GB2,jhumka ring,16,3.65,1
fk_keywords,2026-04,fk-gb2,GB2,jimiki earrings,26,3.35,1
fk_keywords,2026-04,fk-gb2,GB2,jimikki kammal,17,5.83,1
fk_keywords,2026-04,fk-gb2,GB2,jwellery jewellery set black,13,7.325,1
fk_keywords,2026-04,fk-gb2,GB2,kamarband waist chain,10,5.08,1
fk_keywords,2026-04,fk-gb2,GB2,kaner dul,14,6.61,1
fk_keywords,2026-04,fk-gb2,GB2,long hair chain earrings,30,3.53,1
fk_keywords,2026-04,fk-gb2,GB2,long jhumka,30,2.94,1
fk_keywords,2026-04,fk-gb2,GB2,long jhumkas,22,3.81,1
fk_keywords,2026-04,fk-gb2,GB2,muthu jhumki,15,9.09,1
fk_keywords,2026-04,fk-gb2,GB2,pearl jewellery set,21,4.44,1
fk_keywords,2026-04,fk-gb2,GB2,pink and green choker,21,6.67,1
fk_keywords,2026-04,fk-gb2,GB2,pink and green choker necklace set,21,3.57,1
fk_keywords,2026-04,fk-gb2,GB2,pink and green necklace choker set,21,3.57,1
fk_keywords,2026-04,fk-gb2,GB2,pink green choker,21,4.44,1
fk_keywords,2026-04,fk-gb2,GB2,pink jewellery set with green,21,6.67,1
fk_keywords,2026-04,fk-gb2,GB2,pink studs necklace set,21,4.44,1
fk_keywords,2026-04,fk-gb2,GB2,rani pink set neck,21,3.57,1
fk_keywords,2026-04,fk-gb2,GB2,rose gold earrings for women combo,15,4.65,1
fk_keywords,2026-04,fk-gb2,GB2,ruby jhumka gold,15,9.49,1
fk_keywords,2026-04,fk-gb2,GB2,ruby stone jhumka,15,7.11,1
fk_keywords,2026-04,fk-gb2,GB2,saree alloy pink green jewellery set,21,7.14,1
fk_keywords,2026-04,fk-gb2,GB2,silver jhumka for women,16,9.3,1
fk_keywords,2026-04,fk-gb2,GB2,stone buttalu,15,4.74,1
fk_keywords,2026-04,fk-gb2,GB2,temple earrings for women,25,4.8833,1
fk_keywords,2026-04,fk-gb2,GB2,trending bangles set,17,7.87,1
fk_keywords,2026-04,fk-gb2,GB2,tulip earrings,15,3.49,1
fk_keywords,2026-04,fk-gb2,GB2,tulip earrings combo,30,4.07,1
fk_keywords,2026-04,fk-gb2,GB2,years ring girls jhumka silver,16,3.65,1
fk_keywords,2026-04,fk-j-7-bahubali,J-7 Bahubali,antique gold jhumki earring for women,28,2.77,1
fk_keywords,2026-04,fk-j-7-bahubali,J-7 Bahubali,bahubali stone necklace,29,3.31,1
fk_keywords,2026-04,fk-j-7-bahubali,J-7 Bahubali,black jhumka,19,4.3,1
fk_keywords,2026-04,fk-j-7-bahubali,J-7 Bahubali,black jimikki,19,2.76,1
fk_keywords,2026-04,fk-j-7-bahubali,J-7 Bahubali,black metal jhumka,19,3.75,1
fk_keywords,2026-04,fk-j-7-bahubali,J-7 Bahubali,bridal jewellery set for wedding pink color,27,3.57,1
fk_keywords,2026-04,fk-j-7-bahubali,J-7 Bahubali,chain earrings,24,2.46,1
fk_keywords,2026-04,fk-j-7-bahubali,J-7 Bahubali,earings for girls,22,3.29,1
fk_keywords,2026-04,fk-j-7-bahubali,J-7 Bahubali,earring with hair chain,29,3.82,1
fk_keywords,2026-04,fk-j-7-bahubali,J-7 Bahubali,earrings,44,3.26,1
fk_keywords,2026-04,fk-j-7-bahubali,J-7 Bahubali,earrings for women traditional,20,7.12,1
fk_keywords,2026-04,fk-j-7-bahubali,J-7 Bahubali,earrings jhumka heavy kashmiri,26,3.97,1
fk_keywords,2026-04,fk-j-7-bahubali,J-7 Bahubali,earrings ring jhumka,22,5.32,1
fk_keywords,2026-04,fk-j-7-bahubali,J-7 Bahubali,earrings with chain,24,3.79,1
fk_keywords,2026-04,fk-j-7-bahubali,J-7 Bahubali,earrings women jhumki with chain traditional,24,2.66,1
fk_keywords,2026-04,fk-j-7-bahubali,J-7 Bahubali,gold stone jhumka,34,2.37,1
fk_keywords,2026-04,fk-j-7-bahubali,J-7 Bahubali,golden green jewellery set bridal,30,4.3,1
fk_keywords,2026-04,fk-j-7-bahubali,J-7 Bahubali,golden green necklace jewellery,30,2.15,1
fk_keywords,2026-04,fk-j-7-bahubali,J-7 Bahubali,golden pearl jewellery set,30,3.23,1
fk_keywords,2026-04,fk-j-7-bahubali,J-7 Bahubali,green earring and neck set color,30,2.15,1
fk_keywords,2026-04,fk-j-7-bahubali,J-7 Bahubali,green neck set set,30,3.23,1
fk_keywords,2026-04,fk-j-7-bahubali,J-7 Bahubali,green pearl necklace set alloy,30,3.23,1
fk_keywords,2026-04,fk-j-7-bahubali,J-7 Bahubali,heavy earrings for women,20,2.71,1
fk_keywords,2026-04,fk-j-7-bahubali,J-7 Bahubali,hip chain,12,5.08,1
fk_keywords,2026-04,fk-j-7-bahubali,J-7 Bahubali,hoop jhumka earrings,22,5.32,1
fk_keywords,2026-04,fk-j-7-bahubali,J-7 Bahubali,jhumka bahubali,15,4.67,1
fk_keywords,2026-04,fk-j-7-bahubali,J-7 Bahubali,jhumka gold,24,3.28,1
fk_keywords,2026-04,fk-j-7-bahubali,J-7 Bahubali,jhumka long,16,5.71,1
fk_keywords,2026-04,fk-j-7-bahubali,J-7 Bahubali,jhumka ring,22,3.65,1
fk_keywords,2026-04,fk-j-7-bahubali,J-7 Bahubali,jhumkas earrings,20,2.71,1
fk_keywords,2026-04,fk-j-7-bahubali,J-7 Bahubali,jwellery jewellery set black,15,7.79,1
fk_keywords,2026-04,fk-j-7-bahubali,J-7 Bahubali,jwellery jewellery set silver,15,3.9,1
fk_keywords,2026-04,fk-j-7-bahubali,J-7 Bahubali,kamarband waist chain,12,5.08,1
fk_keywords,2026-04,fk-j-7-bahubali,J-7 Bahubali,kan jhumka black,19,5.29,1
fk_keywords,2026-04,fk-j-7-bahubali,J-7 Bahubali,kempu jhumka gold earring set,24,2.46,1
fk_keywords,2026-04,fk-j-7-bahubali,J-7 Bahubali,korean earrings combo,23,2.33,1
fk_keywords,2026-04,fk-j-7-bahubali,J-7 Bahubali,korean earrings combo rose gold,23,2.33,1
fk_keywords,2026-04,fk-j-7-bahubali,J-7 Bahubali,lari jhumka earrings,62,1.56,1
fk_keywords,2026-04,fk-j-7-bahubali,J-7 Bahubali,long hair chain earrings,29,3.53,1
fk_keywords,2026-04,fk-j-7-bahubali,J-7 Bahubali,long jhumka,29,2.94,1
fk_keywords,2026-04,fk-j-7-bahubali,J-7 Bahubali,long jhumkas,16,3.81,1
fk_keywords,2026-04,fk-j-7-bahubali,J-7 Bahubali,pearl jhumka for women traditional,34,1.98,1
fk_keywords,2026-04,fk-j-7-bahubali,J-7 Bahubali,pink and green choker necklace set,27,3.57,1
fk_keywords,2026-04,fk-j-7-bahubali,J-7 Bahubali,pink and green necklace choker set,27,3.57,1
fk_keywords,2026-04,fk-j-7-bahubali,J-7 Bahubali,rani pink set neck,27,3.57,1
fk_keywords,2026-04,fk-j-7-bahubali,J-7 Bahubali,rose gold earrings for women combo,23,4.65,1
fk_keywords,2026-04,fk-j-7-bahubali,J-7 Bahubali,rose gold stud earrings women combo,23,2.33,1
fk_keywords,2026-04,fk-j-7-bahubali,J-7 Bahubali,sara,34,1.58,1
fk_keywords,2026-04,fk-j-7-bahubali,J-7 Bahubali,silver ear chain for women,15,3.74,1
fk_keywords,2026-04,fk-j-7-bahubali,J-7 Bahubali,stone jhumka for women,28,3.62,1
fk_keywords,2026-04,fk-j-7-bahubali,J-7 Bahubali,stone jimikki,28,4.48,1
fk_keywords,2026-04,fk-j-7-bahubali,J-7 Bahubali,tulip earrings,23,3.49,1
fk_keywords,2026-04,fk-j-7-bahubali,J-7 Bahubali,tulip pearl earrings,23,2.33,1
fk_keywords,2026-04,fk-j-7-bahubali,J-7 Bahubali,years ring girls jhumka silver,22,3.65,1
fk_keywords,2026-04,fk-j2,J2,bangle set,6,14.33,1
fk_keywords,2026-04,fk-j2,J2,ear chain jhumki,20,4.0667,1
fk_keywords,2026-04,fk-j2,J2,earrings for women traditional,10,7.12,1
fk_keywords,2026-04,fk-j2,J2,gajri color necklace,9,11.11,1
fk_keywords,2026-04,fk-j2,J2,ghungroo bangles golden chuda,6,18.26,1
fk_keywords,2026-04,fk-j2,J2,hook jhumka earrings combo,2,26.09,1
fk_keywords,2026-04,fk-j2,J2,jhumka 3 set,10,8.705,1
fk_keywords,2026-04,fk-j2,J2,jhumka bahubali,11,4.67,1
fk_keywords,2026-04,fk-j2,J2,jhumka with chain,10,7.91,1
fk_keywords,2026-04,fk-j2,J2,jhumki with ear chain,17,6.22,1
fk_keywords,2026-04,fk-j2,J2,kashmiri earrings,3,23.33,1
fk_keywords,2026-04,fk-j2,J2,kashmiri jhumka combo,4,21.74,1
fk_keywords,2026-04,fk-j2,J2,kashmiri long jhumka earrings for women combo,10,10.23,1
fk_keywords,2026-04,fk-j2,J2,pink and green choker,9,6.67,1
fk_keywords,2026-04,fk-j2,J2,pink jewellery set with green,9,6.67,1
fk_keywords,2026-04,fk-j2,J2,rumee jewellery,26,7.0175,1
fk_keywords,2026-04,fk-jc-1-2,JC-1.2,antique earrings,27,2.67,1
fk_keywords,2026-04,fk-jc-1-2,JC-1.2,antique gold jhumki earring for women alloy,63,1.49,1
fk_keywords,2026-04,fk-jc-1-2,JC-1.2,bahubali stone necklace,26,3.31,1
fk_keywords,2026-04,fk-jc-1-2,JC-1.2,bangles set for women,40,2.58,1
fk_keywords,2026-04,fk-jc-1-2,JC-1.2,black earrings for saree,44,1.76,1
fk_keywords,2026-04,fk-jc-1-2,JC-1.2,black earrings for women jhumka,44,1.87,1
fk_keywords,2026-04,fk-jc-1-2,JC-1.2,black jimikki,44,2.76,1
fk_keywords,2026-04,fk-jc-1-2,JC-1.2,chand bali earrings for women jhumka,27,1.99,1
fk_keywords,2026-04,fk-jc-1-2,JC-1.2,cz stone earrings jhumki,63,1.71,1
fk_keywords,2026-04,fk-jc-1-2,JC-1.2,ear chain jhumki,32,2.64,1
fk_keywords,2026-04,fk-jc-1-2,JC-1.2,earring with hair chain,67,2.425,1
fk_keywords,2026-04,fk-jc-1-2,JC-1.2,earrings for women traditional,33,2.64,1
fk_keywords,2026-04,fk-jc-1-2,JC-1.2,earrings ring jhumka,27,5.32,1
fk_keywords,2026-04,fk-jc-1-2,JC-1.2,gold bangle set color,40,2.82,1
fk_keywords,2026-04,fk-jc-1-2,JC-1.2,gold stone jhumka,51,2.37,1
fk_keywords,2026-04,fk-jc-1-2,JC-1.2,jhumka black,44,1.98,1
fk_keywords,2026-04,fk-jc-1-2,JC-1.2,jhumka black color,44,2.43,1
fk_keywords,2026-04,fk-jc-1-2,JC-1.2,jhumka long,50,2.15,1
fk_keywords,2026-04,fk-jc-1-2,JC-1.2,jhumka ring,27,3.65,1
fk_keywords,2026-04,fk-jc-1-2,JC-1.2,jhumka set with chain,21,4.7,1
fk_keywords,2026-04,fk-jc-1-2,JC-1.2,jhumki,33,2.82,1
fk_keywords,2026-04,fk-jc-1-2,JC-1.2,jhumki earrings,33,3.15,1
fk_keywords,2026-04,fk-jc-1-2,JC-1.2,jimiki earrings,27,3.35,1
fk_keywords,2026-04,fk-jc-1-2,JC-1.2,long hair chain earrings,28,3.53,1
fk_keywords,2026-04,fk-jc-1-2,JC-1.2,long jhumka,28,2.94,1
fk_keywords,2026-04,fk-jc-1-2,JC-1.2,long jimiki,44,2.91,1
fk_keywords,2026-04,fk-jc-1-2,JC-1.2,pearl earrings jhumka,30,2.48,1
fk_keywords,2026-04,fk-jc-1-2,JC-1.2,pearl jhumka for women traditional,51,1.98,1
fk_keywords,2026-04,fk-jc-1-2,JC-1.2,sara,51,1.58,1
fk_keywords,2026-04,fk-jc-1-2,JC-1.2,years ring girls jhumka silver,27,3.65,1
fk_keywords,2026-04,fk-kamarband--1,KAMARBAND-(1),bahubali earrings,16,6.61,1
fk_keywords,2026-04,fk-kamarband--1,KAMARBAND-(1),bahubali kaner,16,8.26,1
fk_keywords,2026-04,fk-kamarband--1,KAMARBAND-(1),bahubali long chain earrings,18,2.86,1
fk_keywords,2026-04,fk-kamarband--1,KAMARBAND-(1),bahubali stone necklace,16,3.31,1
fk_keywords,2026-04,fk-kamarband--1,KAMARBAND-(1),bangle set,8,14.33,1
fk_keywords,2026-04,fk-kamarband--1,KAMARBAND-(1),chain jhumka,22,3.26,1
fk_keywords,2026-04,fk-kamarband--1,KAMARBAND-(1),chand bali earrings for women jhumka,74,1.99,1
fk_keywords,2026-04,fk-kamarband--1,KAMARBAND-(1),earrings for women traditional,20,7.12,1
fk_keywords,2026-04,fk-kamarband--1,KAMARBAND-(1),ghungroo bangles golden chuda,8,18.26,1
fk_keywords,2026-04,fk-kamarband--1,KAMARBAND-(1),golden green jewellery set bridal,18,4.3,1
fk_keywords,2026-04,fk-kamarband--1,KAMARBAND-(1),green and golden necklace color,18,5.38,1
fk_keywords,2026-04,fk-kamarband--1,KAMARBAND-(1),green golden necklace,18,7.53,1
fk_keywords,2026-04,fk-kamarband--1,KAMARBAND-(1),green neck set set,18,3.23,1
fk_keywords,2026-04,fk-kamarband--1,KAMARBAND-(1),green pearl necklace set alloy,18,3.23,1
fk_keywords,2026-04,fk-kamarband--1,KAMARBAND-(1),heavy earrings for women,20,2.71,1
fk_keywords,2026-04,fk-kamarband--1,KAMARBAND-(1),hip chain,14,5.08,1
fk_keywords,2026-04,fk-kamarband--1,KAMARBAND-(1),jhumka bahubali,15,4.67,1
fk_keywords,2026-04,fk-kamarband--1,KAMARBAND-(1),jhumka long,18,5.71,1
fk_keywords,2026-04,fk-kamarband--1,KAMARBAND-(1),jhumkas earrings,34,4.1367,1
fk_keywords,2026-04,fk-kamarband--1,KAMARBAND-(1),jhumki with ear chain,15,3.74,1
fk_keywords,2026-04,fk-kamarband--1,KAMARBAND-(1),jhumki with mattel,35,3.23,1
fk_keywords,2026-04,fk-kamarband--1,KAMARBAND-(1),jimiki with metal,35,4.3,1
fk_keywords,2026-04,fk-kamarband--1,KAMARBAND-(1),jwellery jewellery set black,12,7.465,1
fk_keywords,2026-04,fk-kamarband--1,KAMARBAND-(1),kamarband waist chain,14,5.08,1
fk_keywords,2026-04,fk-kamarband--1,KAMARBAND-(1),kaner dul,16,6.61,1
fk_keywords,2026-04,fk-kamarband--1,KAMARBAND-(1),kashmiri jhumka combo,3,21.74,1
fk_keywords,2026-04,fk-kamarband--1,KAMARBAND-(1),laxmi earrings,35,3.23,1
fk_keywords,2026-04,fk-kamarband--1,KAMARBAND-(1),long jhumkas,18,3.81,1
fk_keywords,2026-04,fk-kamarband--1,KAMARBAND-(1),neck set for pastel green saree,18,5.38,1
fk_keywords,2026-04,fk-kamarband--1,KAMARBAND-(1),pearl jewellery set,17,4.44,1
fk_keywords,2026-04,fk-kamarband--1,KAMARBAND-(1),pink and green choker,17,6.67,1
fk_keywords,2026-04,fk-kamarband--1,KAMARBAND-(1),pink green choker,17,4.44,1
fk_keywords,2026-04,fk-kamarband--1,KAMARBAND-(1),pink jewellery set with green,17,6.67,1
fk_keywords,2026-04,fk-kamarband--1,KAMARBAND-(1),pink studs necklace set,17,4.44,1
fk_keywords,2026-04,fk-kamarband--1,KAMARBAND-(1),rose gold earrings for women combo,13,4.65,1
fk_keywords,2026-04,fk-kamarband--1,KAMARBAND-(1),silver ear chain for women,15,3.74,1
fk_keywords,2026-04,fk-kamarband--1,KAMARBAND-(1),south indian heavy earrings,35,4.3,1
fk_keywords,2026-04,fk-kamarband--1,KAMARBAND-(1),trending bangles set,8,7.87,1
fk_keywords,2026-04,fk-kamarband--1,KAMARBAND-(1),tulip earrings combo,26,4.07,1
fk_keywords,2026-04,fk-new-combo-1,New Combo 1,ad jhumka for women traditional,9,8.7,1
fk_keywords,2026-04,fk-new-combo-1,New Combo 1,bahubali jhumki,2,29.76,1
fk_keywords,2026-04,fk-new-combo-1,New Combo 1,ear chain,5,12.29,1
fk_keywords,2026-04,fk-new-combo-1,New Combo 1,earrings for women,23,5.775,1
fk_keywords,2026-04,fk-new-combo-1,New Combo 1,gajri color necklace,8,11.11,1
fk_keywords,2026-04,fk-new-combo-1,New Combo 1,ghungroo bangles golden chuda,5,18.26,1
fk_keywords,2026-04,fk-new-combo-1,New Combo 1,hook jhumka earrings combo,3,26.28,1
fk_keywords,2026-04,fk-new-combo-1,New Combo 1,kashmir earrings combo,9,8.7,1
fk_keywords,2026-04,fk-new-combo-1,New Combo 1,kashmiri earrings,5,23.33,1
fk_keywords,2026-04,fk-new-combo-1,New Combo 1,kashmiri jhumka for women combo,9,8.7,1
fk_keywords,2026-04,fk-new-combo-1,New Combo 1,pink and green choker,8,6.67,1
fk_keywords,2026-04,fk-new-combo-1,New Combo 1,pink jewellery set with green,8,6.67,1
fk_keywords,2026-04,fk-new-combo-2,New Combo 2,ad jhumka for women traditional,7,8.7,1
fk_keywords,2026-04,fk-new-combo-2,New Combo 2,bahubali jhumka,6,22.79,1
fk_keywords,2026-04,fk-new-combo-2,New Combo 2,bangle set,9,14.33,1
fk_keywords,2026-04,fk-new-combo-2,New Combo 2,ear chain,5,12.29,1
fk_keywords,2026-04,fk-new-combo-2,New Combo 2,earrings for women,15,4.715,1
fk_keywords,2026-04,fk-new-combo-2,New Combo 2,gajri color necklace,10,10.71,1
fk_keywords,2026-04,fk-new-combo-2,New Combo 2,gajri color necklace set for women,10,7.14,1
fk_keywords,2026-04,fk-new-combo-2,New Combo 2,jewellery for women lotus pearl set gold plated,10,7.14,1
fk_keywords,2026-04,fk-new-combo-2,New Combo 2,jwellery jewellery set black,22,11.11,1
fk_keywords,2026-04,fk-new-combo-2,New Combo 2,kashmir earrings combo,7,8.7,1
fk_keywords,2026-04,fk-new-combo-2,New Combo 2,kashmiri jhumka combo,7,21.74,1
fk_keywords,2026-04,fk-new-combo-2,New Combo 2,kashmiri jhumka for women combo,7,8.7,1
fk_keywords,2026-04,fk-new-combo-2,New Combo 2,kashmiri long jhumka earrings for women combo,6,10.23,1
fk_keywords,2026-04,fk-new-combo-2,New Combo 2,laxmi devi earrings,7,10.45,1
fk_keywords,2026-04,fk-new-combo-2,New Combo 2,necklace for women wearing dark pink and green saree one day delivery,10,14.29,1
fk_keywords,2026-04,fk-new-combo-2,New Combo 2,pink jewellery set simple golden,10,10.71,1
fk_keywords,2026-04,fk-new-combo-2,New Combo 2,saree alloy pink green jewellery set,10,7.14,1
fk_keywords,2026-04,fk-new-combo-3,New Combo 3,bahubali jhumki,2,29.76,1
fk_keywords,2026-04,fk-new-combo-3,New Combo 3,kashmiri jhumka combo,4,21.74,1
fk_keywords,2026-04,fk-nj-3,NJ-3,earring with hair chain silver,141,0.94,1
fk_keywords,2026-04,fk-nj2,NJ2,earring with hair chain silver,68,0.94,1
fk_keywords,2026-04,fk-nj2,NJ2,gold bangles set colour,111,1.17,1
fk_keywords,2026-04,fk-nj2,NJ2,jhumka long,65,2.15,1
fk_keywords,2026-04,fk-nj2,NJ2,jhumka with chain,66,2.09,1
fk_keywords,2026-04,fk-nj2,NJ2,sara,94,1.58,1
fk_keywords,2026-04,fk-nj3,NJ3,antique gold jhumki earring for women alloy,69,1.49,1
fk_keywords,2026-04,fk-nj3,NJ3,bahubali jhumka for women,67,2.13,1
fk_keywords,2026-04,fk-nj3,NJ3,bangles set for women,56,2.58,1
fk_keywords,2026-04,fk-nj3,NJ3,black earrings for saree,55,1.76,1
fk_keywords,2026-04,fk-nj3,NJ3,black earrings for women jhumka,55,1.87,1
fk_keywords,2026-04,fk-nj3,NJ3,chain earrings,46,2.46,1
fk_keywords,2026-04,fk-nj3,NJ3,chand bali earrings for women jhumka,65,1.99,1
fk_keywords,2026-04,fk-nj3,NJ3,cz stone earrings jhumki,69,1.71,1
fk_keywords,2026-04,fk-nj3,NJ3,gold bangles set colour,56,1.17,1
fk_keywords,2026-04,fk-nj3,NJ3,gold stone jhumka,49,2.37,1
fk_keywords,2026-04,fk-nj3,NJ3,jhumka black,55,1.98,1
fk_keywords,2026-04,fk-nj3,NJ3,jhumka black color,55,2.43,1
fk_keywords,2026-04,fk-nj3,NJ3,jhumka long,41,2.15,1
fk_keywords,2026-04,fk-nj3,NJ3,jhumka with side chain set,46,1.94,1
fk_keywords,2026-04,fk-nj3,NJ3,jhumki with mattel,38,3.23,1
fk_keywords,2026-04,fk-nj3,NJ3,kempu jhumka gold earring set,46,2.46,1
fk_keywords,2026-04,fk-nj3,NJ3,laxmi devi jhumka,15,5.97,1
fk_keywords,2026-04,fk-nj3,NJ3,long jimiki,54,2.91,1
fk_keywords,2026-04,fk-nj3,NJ3,pearl earrings jhumka,33,2.48,1
fk_keywords,2026-04,fk-nj3,NJ3,pearl jhumka for women traditional,49,1.98,1
fk_keywords,2026-04,fk-nj3,NJ3,sara,49,1.58,1
fk_keywords,2026-04,fk-oc1,OC1,antique earrings,55,2.67,1
fk_keywords,2026-04,fk-oc1,OC1,bangles set for women,47,2.58,1
fk_keywords,2026-04,fk-oc1,OC1,black earrings for saree,38,1.76,1
fk_keywords,2026-04,fk-oc1,OC1,black earrings for women jhumka,38,1.87,1
fk_keywords,2026-04,fk-oc1,OC1,black jimikki,38,2.76,1
fk_keywords,2026-04,fk-oc1,OC1,black metal jhumka,38,3.75,1
fk_keywords,2026-04,fk-oc1,OC1,chain earrings,53,2.46,1
fk_keywords,2026-04,fk-oc1,OC1,chand bali earrings for women jhumka,65,1.99,1
fk_keywords,2026-04,fk-oc1,OC1,ear chain jhumki,47,2.64,1
fk_keywords,2026-04,fk-oc1,OC1,earrings for women traditional,46,2.64,1
fk_keywords,2026-04,fk-oc1,OC1,gold bangle set color,47,2.82,1
fk_keywords,2026-04,fk-oc1,OC1,gold bangles set colour,47,1.17,1
fk_keywords,2026-04,fk-oc1,OC1,jhumka black,38,1.98,1
fk_keywords,2026-04,fk-oc1,OC1,jhumka black color,38,2.43,1
fk_keywords,2026-04,fk-oc1,OC1,jhumka with chain,53,2.09,1
fk_keywords,2026-04,fk-oc1,OC1,jhumka with side chain set,53,1.94,1
fk_keywords,2026-04,fk-oc1,OC1,jhumki,46,2.82,1
fk_keywords,2026-04,fk-oc1,OC1,jhumki earrings,46,3.15,1
fk_keywords,2026-04,fk-oc1,OC1,kempu jhumka gold earring set,53,2.46,1
fk_keywords,2026-04,fk-oc1,OC1,pearl earrings jhumka,37,2.48,1
fk_keywords,2026-04,fk-oc2,OC2,ad jhumka for women traditional,8,8.7,1
fk_keywords,2026-04,fk-oc2,OC2,alloy bangles set,20,3.79,1
fk_keywords,2026-04,fk-oc2,OC2,bahubali chain,20,3.57,1
fk_keywords,2026-04,fk-oc2,OC2,bahubali chain jhumka,20,7.14,1
fk_keywords,2026-04,fk-oc2,OC2,bahubali earrings,21,6.61,1
fk_keywords,2026-04,fk-oc2,OC2,bahubali jhumka for women,39,4.52,1
fk_keywords,2026-04,fk-oc2,OC2,bahubali jhumki set,20,4.76,1
fk_keywords,2026-04,fk-oc2,OC2,bahubali long chain earrings,19,2.86,1
fk_keywords,2026-04,fk-oc2,OC2,bahubali stone necklace,21,3.31,1
fk_keywords,2026-04,fk-oc2,OC2,bangle set for women,20,2.67,1
fk_keywords,2026-04,fk-oc2,OC2,bangles for wedding,20,3.51,1
fk_keywords,2026-04,fk-oc2,OC2,bangles for women traditional golden colors,27,3.18,1
fk_keywords,2026-04,fk-oc2,OC2,bangles set,20,4.63,1
fk_keywords,2026-04,fk-oc2,OC2,black and silver choker set for wedding,21,2.6,1
fk_keywords,2026-04,fk-oc2,OC2,black neck set,21,2.6,1
fk_keywords,2026-04,fk-oc2,OC2,bridal jewellery set for wedding pink color,22,3.57,1
fk_keywords,2026-04,fk-oc2,OC2,choker set grey black with saree,24,2.38,1
fk_keywords,2026-04,fk-oc2,OC2,earings for girls,18,3.29,1
fk_keywords,2026-04,fk-oc2,OC2,earrings,36,3.26,1
fk_keywords,2026-04,fk-oc2,OC2,earrings for women traditional,19,7.12,1
fk_keywords,2026-04,fk-oc2,OC2,earrings jhumka heavy,73,2.785,1
fk_keywords,2026-04,fk-oc2,OC2,earrings jhumka heavy with chain,27,2.62,1
fk_keywords,2026-04,fk-oc2,OC2,earrings ring jhumka,23,5.32,1
fk_keywords,2026-04,fk-oc2,OC2,gold bangle set color,20,4.92,1
fk_keywords,2026-04,fk-oc2,OC2,gold bangles set colour,20,2.67,1
fk_keywords,2026-04,fk-oc2,OC2,golden green jewellery set bridal,28,4.3,1
